indice,text,repostCount,replyCount,link,image,createdAt,depressive
1185,You don’t have to be all mine but I want to be all yours. I done with trying. I know you’re my soulmate but I know I’m not yours.,0,0,0,0,2024-09-27T04:43:42.981Z,0
1318,"Elemental Romance - (3/7) 🔥💐

Moltanior - Augh.. This is, for you I guess. Look, My sister dragged me into this Festival, and I’m not happy about that, but that doesn’t make you a burden to me. I just want to do this right… Shall we?

#oc #ocsky #digitalart #Gacha #Valentines",8,0,0,0,2025-02-20T04:00:01.642Z,0
997,"Comfortably Numb

Ibérica : Vol. 8, no. 199 (27 oct. 1917)
Observatori de l'Ebre",0,0,0,0,2024-11-18T16:28:56.141Z,0
1219,He has referred to his wife recently in nebulous terms so I'm not exactly sure.,0,1,0,1,2024-10-10T15:55:16.303Z,0
1228,“We are NOT rewriting a script we JUST finished!” #scornhorn #washy_works,11,1,0,1,2025-02-26T06:19:15.742Z,0
152,"🥚 Eggs: scrambled/sunny side up
🥩 Steak: medium/medium well
🥛 Milk: almondmilk if i dont wanna die, but whole milk if i wanna be dangerous
🍸 Alcohol: i dont drink 
☕️ Warm drink: hot tea- my coffee's usually iced instead",0,0,0,0,2025-01-10T19:44:24.152Z,0
741,"the topic of a sister hedwig playlist came up and i realized i just want to add everything talking heads did pre-speaking in tongues. remain in light especially is entirely a hedwig album, except for listening wind. which is about terrorism so it's still extremely misericorde",0,2,0,1,2025-02-08T17:49:13.844Z,0
3342,"""she singing my songs
she wanna die lit""
aiiiiiiiiiiiiiiiiiiiiiii🔥🔥🔥🔥🔥🔥🔥🔥🙅🏻‍♂️🙅🏻‍♂️🙅🏻‍♂️🙅🏻‍♂️",0,0,0,0,2024-09-27T20:06:13.514Z,0
1226,"One hill I will always die on: If you want an anime publication to write stuff that's more in-line with what the topics you want to see, PAY US.

Help us get to a point where we can pay our teams and staffs! We want to do more, but most of us are barely treading water!",11,0,0,0,2025-02-27T12:51:12.892Z,0
2634,no wonder i became a ts fan bc this is the kind of song 10-year-old me was writing before i even knew who she was 😭,0,2,0,1,2024-12-28T21:59:39.648Z,0
2739,"It's the best division to watch for it'a entertainment value, literally wanna pen a book titled ""you live and die in the metro"" about how nobody can truly ""rebuild"" in a division as competitive as it is.",0,0,0,0,2024-12-10T18:56:30.466Z,0
898,"god it fucking sucks when i leave a four-week-long depressive episode and i understand with absolute clarity that my thoughts and feelings were completely factually inaccurate, but in two or three weeks when i'm depressed again i'll think *this* state of mind is horseshit.",0,1,0,0,2024-03-08T21:01:43.994Z,0
802,1203024,0,2,0,1,2024-12-04T02:12:36.358Z,0
1917,"I’m not gonna let people gaslight people into telling me that my suicidal thoughts are selfish because frankly, if that’s selfish .. then where were u when said individual was having such “selfish” thoughts? nowhere? exactly",0,1,0,0,2023-09-12T22:20:41.599Z,0
1343,"I'm a data analyst, and have a full time job, so I'm lucky, but between both me and my spouse's transition, we have a much higher than normal financial burden. I don't really have any product I can provide, but you can donate here: 

ko-fi.com/chaosbuni/go...",2,0,1,0,2025-01-30T20:02:48.055Z,0
808,"You’re sweet! What is sad is I have accounts that are 5k or bigger and it’s the same thing. No one would miss me. Some might notice I’m gone but I’m not ever sure if that.

To be honest on my second account in here is where I do have an amazing best friend who would email me if I disappeared. Lol",0,0,0,0,2025-02-13T21:56:43.794Z,0
497,"i am not saying you are weak, i spent years mired in depression and understand full well what it feels like to think there isn't left to live for. 

pmc.ncbi.nlm.nih.gov/articles/PMC...",5,1,1,0,2025-02-28T18:19:41.415Z,0
1199,"I love seeing everyone’s 24 hour of Daytona scheme/teams/energy/etc..

However, it makes me feel empty inside when I know a lot of people on this service, yet I’m never asked to be a part of any endurance effort. 

Not pleading, or begging for attention. Just a little upset is all. 

Good luck all!",0,2,0,0,2025-01-17T15:17:29.378Z,0
303,This job makes me wanna kms 🤬,0,0,0,0,2024-10-18T04:53:57.504Z,0
2051,"like sure, you know, i also hold a lot of things dear, especially out of sentimentality but at the same time, we can't live as if what we are today was always going to happen, or assume we have always been like this; shit could've gone way different--even better, maybe!",1,1,0,0,2024-06-28T09:24:30.930Z,0
469,"We’re collecting stories like Ben's from across the country to show why Canada needs the bold change we’re demanding with our #AllOfUs campaign.

What has you feeling fed up right now? Share your story at allofustogether.ca/fedup",2,0,0,1,2025-02-25T19:21:50.297Z,0
502,"anyway i'm falling into depression like i'm Artax in the swamp of sadness 

i'm doing what i can to fight, i'm creating distance between myself and breaking news, and i'm keeping close with my friends

and it's not enough to keep me from sinking into the muck right now",4,23,0,0,2025-02-28T18:39:21.608Z,1
2882,i am both totally not ashamed of some things i'm into but also sometimes i think i can totally indulge on liking stuffing with zero embarrassment and then i wanna die the second i even act on talking about it at all,0,1,0,0,2024-12-19T00:50:08.646Z,0
2602,"2023 has been a year. a year in which I struggled with suicidal and self harm thoughts more than a lot of years before. a year in which I got needle spiked. a year in which I feared for a dear friends life. a year in which I had some great times with folks I adore, a year that was a lot.",0,1,0,0,2024-01-01T00:44:01.989Z,0
1954,"I've always thought flutter in this context reflected the physical experience of anxiety mingled with hope, affecting heartbeat and breath. Great question!",0,1,0,0,2025-02-27T12:56:40.605Z,0
3359,I wanna pay you for a physical one so I can frame it and always be reminded of how I'll die,0,0,0,0,2025-01-28T18:32:08.915Z,0
1622,"I think getting older makes suicidal thoughts worse because you think things like ""I've thrown my life away"" or ""I've wasted a lot of time"" or ""I'm running out of time to be happy and live life meaningfully.""",0,2,0,0,2024-06-30T15:29:18.291Z,0
1295,"As someone who doesn’t have any super speed shipping, I hate that people in big cities expect it when they have far more access to stores containing those things. During this postal strike, I’ve become very aware of people’s unnecessary expectations of service. When I just want service at all.",0,0,0,0,2024-12-10T02:26:47.588Z,0
1612,"I’m almost to my goal of 50 miles for the month for #ToWriteLoveOnHerArms. I’m still raising money for mental health awareness through 11/30. Link in the comments! I’ve struggled with severe depression and suicidal thoughts for most of my life, and we need mental health resources now more than ever.",0,1,0,0,2024-11-27T17:38:57.820Z,0
1463,"This work is destroying me and I wish I could disappear over the sunset. I don't want to have to do this fight every day. To be so visible and actively targeted by people with massive resources & weaponised hate.

It's horrible. It wrecks every facet of your life.",1,1,0,0,2024-12-12T10:10:36.695Z,0
2394,"pair this with all the different places i've seen from prairie, to mountains, swamps, and everything in between... it changed the way i've looked at the world. 

when i was a teenager, i was diagnosed with severe depression. in 2018, i attempted to take my own life and failed without injury",0,1,0,0,2025-02-23T20:09:05.413Z,0
135,"I need to start taking my meds again but fuck, am I depressed. I just wanna crawl in a hole and die",0,0,0,0,2025-02-19T07:44:13.553Z,1
63,"That drama affected me emotionally and psychologically, to the point of having suicidal thoughts, fortunately those thoughts have been gone for a few months now, but the emotional damage is already done.",0,0,0,0,2024-09-25T02:43:17.240Z,1
631,"I'm not going to lie, I wish I was dead",0,0,0,0,2024-12-16T01:22:34.130Z,1
3223,I've been messing around and writing an obscurial!au but I think I've flown too close to the sun bc i think at this point Harry's just gonna die and I don't wanna do that,0,1,0,0,2024-10-23T22:51:59.619Z,0
3307,"
Nobody's promised tomorrow
So I'ma love you every night like it's the last night
Like it's the last night
If the world was ending, I'd wanna be next to you
If the party was over and our time on Earth was through
I'd wanna hold you just for a while
And die with a smile",0,1,0,0,2024-09-16T00:42:50.104Z,0
2896,"Anyway, in case you’ve found yourself wondering why bathroom bills used to spark such broad protests and now people immediately wanna roll over and die whenever they’re implemented, like with today’s Capitol stuff, in 2021 I explored that disconnect in this Sports Illustrated story",2,1,1,0,2024-11-20T23:52:45.617Z,0
818,I meeeean...,136,14,0,1,2025-02-15T21:50:21.541Z,0
171,your eyes your eyes i can see in your eyes your eyes YOU MAKE ME WANNA DIE,0,0,0,0,2024-09-10T21:56:10.058Z,0
3199,i’m On blue sky damn i wanna Die ##wassup,0,1,0,0,2024-07-11T18:17:11.356Z,0
3081,I'd wanna hold you just for a while and die with a smile.,0,0,0,0,2024-09-18T22:55:04.683Z,0
2758,Shitmas hits hard this year,0,0,0,1,2024-12-20T17:48:14.289Z,0
640,These are the top trans two sentence horror stories,3,0,0,1,2024-01-08T11:12:17.454Z,0
576,"I'll say, when money doesn't go far enough, christmas is fucking depressing. The past two years I haven't been able to afford a gift for anyone, not even a gift for myself. I hate it, because it feels like I can never get back up on my feet.",0,0,0,0,2023-12-20T00:29:41.576Z,0
1893,"I hate to complain when people do it, and I know they don’t mean to, but seeing a mental illness that has caused me suicidal thoughts almost every single day for a decade (OCD) used as a word for “quirky” almost always makes me feel like crying. I feel like my pain will never be taken seriously.",3,4,0,0,2023-10-15T00:25:01.039Z,0
2916,the keychain i got in akl fell off my bag and got a little chipped i wanna die,0,0,0,0,2024-11-21T07:18:40.322Z,0
2739,"And facebook knows this!

Their own research shows that 6% of teens in the US trace their suicidal thoughts to Instagram -- that's about 2 kids in every classroom. 

THAT'S INSANE. More than 1 in 20 teens want to kill themself because of instagram. 

www.bbc.com/news/technol...",0,1,1,0,2024-12-21T20:18:25.498Z,0
588,"yea so i fucked up and i pushed my own boundaries and standards aside and I hate myself and this isn't the experience I wanted trying to actually make a buck

again i just got used until I couldn't anymore cuz ew and then just tossed aside with nothing. Great start lily.",0,0,0,0,2023-10-12T17:13:30.427Z,0
1820,"I'm also trying SO HARD to be okay lmao 

I'm going thru it but I'll be fine eventually",0,0,0,0,2025-02-22T05:03:21.588Z,0
1683,"When he said “everything app” he meant I’m gonna “buy every app” … 

Never like TikTok tho so I can’t think of a better person to ruin it.",0,0,0,0,2025-01-14T02:03:43.670Z,0
39,"Kleinod
Jungkook/Taehyung

CW: Suicidal Thoughts

Jeongguk suffers from chronic pain.
Taehyung loves to talk but no words will ever leave his mouth. They both feel irrevocably broken. Life was nothing but hardship for them. The two of them meet.

archiveofourown.org/collections/... #btsfics",0,0,0,1,2024-11-10T01:01:38.374Z,0
3163,make me wanna die - the pretty reckless,0,1,0,0,2024-10-22T11:53:04.775Z,0
2673,"I don’t feel safe in this world no more 
I don’t wanna die in a nuclear war
I wanna sail off to a distant shore 
And live like an ape man",0,3,0,0,2025-01-30T12:27:35.503Z,0
1852,"Been taking a mental health break for quite a bit now and these always really help me a lot! Yesterday and today was finally a good day again! So here's a quick little photo of the pretty kitty, Amai! Step by step. I'll be okay again eventually 💙",1,4,0,1,2024-11-14T19:58:12.455Z,0
374,I love following y’all there! Just telling James I started my Insta for real estate but that was worthless. Just dropped all that and have been switching to friends instead! I haven’t been posting there yet —,0,0,0,0,2023-10-08T22:55:04.260Z,0
2242,coupled with the fun twist that the isekai me in the D&D world has had his death staged to participate in an Assassin's Creed type thing so that's great to hear for somebody with suicidal thoughts! Really good! Love to do that thought experiment!,0,0,0,0,2024-04-19T22:05:23.770Z,0
2755,"PEOPLE WHO MAKE THEIR OWN PRINTS AND STICKERS!!!! 

What printer do y'all have? I wanna make prints and stickers to die cut on my cricut but finding ""the right"" printers been a challenge. Idek where to start x.x",0,0,0,0,2025-02-27T18:46:55.612Z,0
339,"Any intellectual property that is written off should be considered legally worthless and released, or else the company has to pay double its profits from that IP in taxes if they ever do release it.",0,0,0,0,2025-02-21T18:53:33.967Z,0
2788,"The article is essentially about how I went from being suicidal to fighting against those thoughts and to a better self, mentally.",0,0,0,0,2025-02-12T18:28:57.505Z,0
1438,Really wish I could just disappear tbh. Like I really don't want any of this anymore.,0,0,0,0,2025-02-01T06:54:34.499Z,1
2666,"I am currently conducting a survey to Identify effective methods for assisting individuals with suicidal thoughts. If you're interested, please take a moment to complete the survey by following this link: forms.gle/UPcPSfQokwY2...
Thank you for your time, I appreciate them.",0,0,1,0,2024-11-01T01:15:45.209Z,0
1397,i wish i could break the mirror that makes me feel like i should fucking disappear and drown my demons in a bathtub filled with tears no matter what i try they always seem to come back to life   meeeeuuuu,0,0,0,0,2024-09-13T03:54:08.905Z,1
312,They make me wanna kms,0,0,0,0,2024-11-06T00:33:43.952Z,0
1470,MAN I WISH I COULD MAKE THAT STUPID WHITE THING DISAPPEAR LIKE OMG CAN I JUST MAKE GOOD SCREENSHOTS OF MY BEAUTIFUL BABIES OR WHAT,0,0,0,0,2024-11-13T07:23:29.104Z,0
2155,So I have done the early/late flights to try to get home and sleep in my bed amid mixed results. It’s worth it if you can have a lowkey day the next day.,0,1,0,0,2024-05-20T19:45:46.765Z,0
991,"Who has a source for good non religious, non Oligarch owned, good international news? Because the headlines are all so horrible that it would drive most, to consume something mind-altering, just to numb it all out! So where are the links to those trying to save life on earth? #humanity",0,0,0,0,2024-12-25T18:14:39.203Z,0
1960,"I'm very grateful to get my first external grant funded! The project combines tVNS, a fun task investigating escape behavior in VR (w/ @bachlab.bsky.social), and work with patients (mood or anxiety disorders). We will be advertising for the PhD position soon.",0,0,0,1,2025-02-28T16:03:52.738Z,0
1131,Awwww thank you for reading!!! It’s like we’re on a similar frequency because i have 50% of my research and sourcing / quotes done for a piece on L7. I’m trying to decide how to focus it and sequence it because I can’t find the amount of information I’d like for focus on one album so,0,1,0,0,2025-02-28T18:53:04.803Z,0
2827,"insider trading is just too important to the ancient ones. 
they wanna die with 8 figures in their portfolio, and they dont care if they burn the country down to do it.",0,1,0,0,2024-12-31T01:40:31.378Z,0
1432,Oh bro imma kms can they sort this out already,0,1,0,0,2024-09-01T17:50:41.380Z,0
850,"“Pointless division is a death trap.” Much appreciation for this thread. Time for all of us to do whatever’s the next community sustaining, life sustaining thing. That thing should be clearly connected to keeping as many people alive for as long as possible.",0,0,0,0,2025-02-06T04:53:33.150Z,0
2410,"Imagine mocking people struggling with depression and suicidal thoughts by calling them meaningless and hysterical.

Wow.",0,1,0,0,2024-11-15T18:19:34.725Z,0
2697,idk maybe im like a boy who’s a pretty girl who’s also neither but if i think about it too hard i wanna die,0,4,0,0,2024-10-26T17:47:50.073Z,0
2844,Wanna die so hard today not even my hyperfixations help rn,0,0,0,0,2025-01-09T17:57:44.894Z,0
807,I wanted to be a vet or something to do with TV/film like editing. I’m a faceless cog in national NHS pushing paper doing ‘improvement’ and if I disappeared no one would notice.,0,0,0,0,2024-01-08T00:14:27.289Z,0
2595,"When ppl in your circle wonder why you refused to interact with them but whenever you voice your suicidal thoughts, they automatically become a denier",0,1,0,0,2024-06-27T11:26:01.484Z,1
258,4th gym session. this place still make me wanna kms yeah ill figure that out.,0,0,0,0,2025-02-28T17:48:37.740Z,0
2585,"Suicide risk among female doctors prompts call for action morningstaronline.co.uk/article/suic... 

Nurses under ‘intolerable stress’ are increasingly suffering suicidal thoughts. morningstaronline.co.uk/article/pnur...",0,0,0,0,2024-12-12T12:29:32.407Z,0
2433,Thank you for this very important post.  Just today I had a family member tell me to “just get over it” when I admitted I am depressed.  I was diagnosed with depression when I was in my late twenties and was on antidepressants until about 5 years ago - I am now 69 years old.,0,0,0,0,2024-12-08T03:46:04.486Z,0
1312,"Are you doomscrolling? Stop for a moment and eat something -wonderful-. And I'm not saying this because I'm a witch living in a gingerbread house who has discovered the many benefits of social media. Really. Food is a balm for the heart. Stop, slow down, and savour something. 🥮",9,2,0,1,2025-02-24T08:10:15.369Z,0
1110,"I put my hands inside an empty jar of Nutella, just to feel something #life",0,0,0,0,2024-04-04T15:07:44.166Z,0
2765,"Probably thanks to poor sleep and dream residue clonking around my subconscious, partly due an uncomfortable realization about how I’ve handled some of my life, today’s bounced between weapons grade irritability, passive suicidal thoughts, and just wishing I had resources for talk therapy.",0,1,0,0,2024-07-30T22:10:15.055Z,0
2248,"Guy's got a lot of issues and doesn't have a therapist so he's taken on the unfortunate role of trying to reform a fucked up society by force, and also made the mistake of falling in love with a god of death in the process (which may or may not be a metaphor for having chronic suicidal thoughts).",0,0,0,0,2023-10-14T17:21:51.971Z,0
1870,Okay I should be more inclusive and less demanding new isekai Quincy nu Carnival fantasy where he can just sit there while I [redacted] [redacted] [redacted] and eventually I'll pass out and he can go to sleep👍🏼,0,1,0,0,2024-06-25T21:21:47.279Z,0
2448,"Could be the owners still harbor bigotry. The important thing is the actions they take. If they do what they say and help LGBT folks suffering from suicidal ideation, homelessness, etc, that's great. I'm assuming they legally can't lie about that kind of stuff, being they're a non-profit. Thoughts?",0,1,0,0,2024-11-27T19:06:29.089Z,0
2586,"I'm trying to fight depressive thoughts by drawing our (with @evilwy.bsky.social) boys

#art #baldursgate3 #tav #durge",1,0,0,0,2023-10-18T13:45:31.197Z,0
475,"Surviving below the depth of her shame is an untapped reservoir of joyful sound. It’s whispering and spitting like a tea kettle just before the boiling point. If she lives long enough, perhaps another ten years, her burden will lessen and her joy will speak.

#vss365 #prompt is #reservoir",9,2,0,0,2025-02-19T16:44:47.754Z,0
1073,"🦋 S C H E D U L E 🦋

I also update my schedule regularly on twitch so if you’d like to see what time I’ll be live in your timezone just check the schedule site!

twitch.tv/loonaromi/sc...",0,0,0,0,2024-11-18T08:55:14.786Z,0
1900,"My shit's not together, I'm not over it. I worked through it, I worked on it, I did my research, learned different tools, I learned how to manage it.

The cPTSD, severe anxiety/panic disorder, major depressive disorder, PMDD, suicidal and intrusive thoughts, paranoia.",0,1,0,0,2025-01-02T05:29:20.875Z,0
610,It wasn't even intentional that time but yeah I would hate myself If that ever happened,0,0,0,0,2023-10-22T14:21:54.274Z,0
2198,"I mean, mood, but also detransition thoughts are almost always suicidal thoughts in disguise ime. And I made a deal with myself to live a long time ago 🤷‍♀️",0,0,0,0,2025-02-03T08:42:56.517Z,0
2877,"“I wanna fucking die 😩” 
“that’s what they want you to do”
“Fuuuuuuuhckk now I cant!”",0,0,0,0,2025-02-23T22:13:06.545Z,0
462,"I'm super tired today so have a super low effort picture of Tata🥰

| #ffxiv | #viera | #gpose |",10,8,0,0,2025-02-17T23:50:36.697Z,0
2533,"much like many antidepressants, ska therapy also increases the risk of suicidal thoughts as a possible side effect",0,0,0,0,2024-04-13T00:02:56.868Z,0
3200,I haven’t reread sense and sensibility in long enough that I’m not sure if this is the hill I wanna die on but have you considered that no comma is unnecessary? 😌,0,1,0,0,2023-08-23T15:54:57.266Z,0
389,And that’s why I copy/pasted most of my mom’s directly. I would hate to forget any of this:,0,1,0,1,2024-10-06T03:27:26.823Z,0
2202,"A former paramedic firefighter reveals how psilocybin therapy transformed his battle with PTSD and suicidal thoughts, sparking a vital conversation on mental health support for first responders. 

Click to read more!

#WoodlandParkTellerCounty #CO #CitizenPortal #WoodlandParkFirstResponders",0,0,1,0,2025-01-18T00:11:52.333Z,0
487,"if you're ever like 'wow, I'm so tired of this pinned post' or even 'wow, i'm so tired of this non pinned post' click on the three dots on the bottom right of the post and then click 'Hide post for me' and you will never see it again! 🫡",16,1,0,0,2025-01-20T15:24:18.119Z,0
2850,I DONT NEED FUCKING FOLLOWERS OR FRIENDS!! TOO LATE FOR THAT SHIT!! I ONLY WANNA FOLLOW AND BE FOLLOWED BY TRUE ANTIFASCIST REVOLUTIONARY SOLDIERS READY TO DIE FOR AMERICA!! EVERY OTHER PLATFORM IS CENSORED TO COMPLETELY PROTECT THE ALT RIGHT GUYS!! WAKE THE FUCK UP RIGHT NOW.. OR FUCK THE FUCK OFF!,9,6,1,0,2025-02-28T15:29:28.465Z,0
2645,"do you wanna die here where it's always snowing?
or do you wanna go and live where it's always sunny?",0,0,0,0,2025-01-13T15:25:28.56069600Z,0
230,"83. Super Mario Party Jamboree 

A really fun Mario Party that makes me wanna kms",0,0,0,0,2024-12-30T03:11:03.175Z,0
2823,"Listen.

I understand the impulse, I do.

But if you have suicidal thoughts, it's better to not. And you know what? A community can't all be fighters. We need healers, we need storytellers, we need organizers, we need cooks, we need craftspeople.

You don't have to have a gun to build community.",5,1,0,0,2024-11-08T18:45:13.151Z,0
893,"Pencil drawing I did a few years ago. 

I lived most of my life in CA before moving to PDX. I often use burning landscape as a “backdrop” for figures in my work. Climate collapse has made exploring the human condition feel both urgent and pointless. Every Monday is a Monday if you love your wife!",0,0,0,0,2025-01-30T16:26:47.888Z,0
1485,this is also why i wish i could just disappear and have everyone forget about my entire existence but <- can't ever shut up. wouldn't be surprised if that's also somehow tied to my childhood.,0,0,0,0,2024-12-16T02:03:14.531Z,0
1014,also my legs are going numb,0,1,0,0,2025-01-07T18:07:51.496Z,0
2501,this website is my new priv i dont need elon to train AI with my depressive thoughts,0,0,0,0,2024-11-18T18:20:05.547Z,0
2459,Just my general mood mate 😂 was diagnosed with depression when I was about 12,0,0,0,0,2024-12-04T18:52:17.316Z,0
3109,"Not sure if it will get to #bdf status today but I wanted to post a lil something plus these socks are so heckin cute I wanna die 😋
#abdl #diaper #diaperboy #diaperlover #diapergirl #abdlcommunity #adultbaby #mommy #daddy",3,4,0,0,2025-01-31T17:18:03.814Z,0
441,"GOODMORNING EVERYONE from Sydney🇦🇺. Please drop in say Hello. I am super friendly💗

Ive been feeling very mentally and physically tired lately that even sleep won't help. But I'm getting help from doctors. So I'll l do my best to be on here as much as I can. 

Peace and love to you all💗",6,41,0,0,2025-02-25T19:40:35.836Z,0
2600,“Wanna Die” by Emma‐Jean Thackray #nowplaying #6music,0,0,0,0,2025-02-27T11:09:04.121Z,0
1065,"I hate, loathe, detest, and abhor myself. I am consumed with guilt, shame, rage, sadness, despair, hopelessness. all of this is reasonable and to be expected, considering my life. my actions. what I do to people.

crazy part is the worst is to come. the darkness will be bad. 

truly alone",0,0,0,0,2023-12-24T23:39:38.108Z,1
1817,Joined a gay loss online support zoom call tonight for 2 hours. I’m pretty introverted and I had to be brave. They were all so kind and welcoming. I’m trying my best not to lay down and give up. #grief #loss #support,10,75,1,0,2025-02-27T04:14:54.306Z,0
2417,"im running on no hours of sleep, suicidal thoughts, and a kitkat and im ready to kill god OR FUCKING DIE TRYING",0,0,0,0,2024-09-08T17:29:44.045Z,1
1378,"Do you regret it now? Not ascending?'
'Regret not becoming the most powerful vampire in existence? Absolutely.' Astarion chuckled.
'You'd have been insufferable.'
'Maybe, but I would also have been fabulous. Can you imagine?'
'Only too well.' 

archiveofourown.org/works/564312...",2,0,0,1,2024-10-20T10:04:42.884Z,0
2048,I've finally gone and made an appointment to see if I can get diagnosed and medicated for ADHD... Predictably I've been meaning to do this for months. But hey! I even put down that I was a trans woman on the form because it was an option. Never done that before.,0,0,0,0,2024-11-15T14:49:34.336Z,0
1344,I always did think that Jareth was a cat...,0,1,0,1,2024-02-13T09:56:00.808Z,0
583,"So considering ADHD also increases risk of allergies, insomnia, anxiety and depression, headaches and migraines, and more, what kind of correlations can you expect to see?  

You could be fooled into thinking everything you do is giving your kids ADHD. Meanwhile, we know it's hereditary.",0,3,0,0,2025-02-24T16:08:20.506Z,0
745,this is so old....I remember someone asking me if I was suicidal because I captioned this with Kom Summer Tod on FA,0,1,0,0,2025-02-04T21:27:24.967Z,0
2155,"SALT LUNGS details the “bad relationship” to “suicidal thoughts” pipeline leading a boy right into the open arms of a giant monster in need a warm host for its eggs. 17k~ words.

friction-press.itch.io/lungs",0,1,1,0,2024-06-11T13:42:00.174Z,0
417,"“We shall pay any price, bear any burden, meet any hardship, support any friend, oppose any foe to assure the survival and success of liberty.”  John F. Kennedy, 1961.",29,2,0,0,2025-02-28T22:36:35.509Z,0
723,"I just need everything to stop telling me I have notifications

I don’t want any more notifications please 

Leave me alone",0,0,0,0,2024-08-30T20:31:27.322Z,0
1916,"Not a meme, but probably the screenshots that’ve saved my connection to reality and probably my life. I refer to them often.",0,0,0,1,2023-05-12T08:32:55.806Z,0
712,"I'm sick of this fucking meme
 I DO care if there are immigrants here, I want them. I want them housed and given care. Stop being dragged to the right by their arguments",0,0,0,1,2025-01-26T17:26:45.481Z,0
545,"Tokyo Interludes 🗼 ch 16 

‼️ warnings ‼️ 
sex as self-harm, suicide ideation, unhealthy coping mechanisms

🗼 angst & depression
🗼 seishirou's mental gymnastics
🗼 subaru's obsessive stalking

Nagatacho/Front Steps
archiveofourown.org/works/593673...

#SeiSub #星昴 #東京BABYLON #x1999 #tokyobabylon #clampX",4,1,0,0,2025-02-28T23:22:35.326Z,0
3235,"I live in an old building without central air and my bathroom is a small little room with a tiny window. Which means we've arrived at the fun part of the year where you sweat profusely as you're trying to towel off from a shower.

I wanna die",0,0,0,0,2023-07-06T17:52:08.205Z,0
1791,"As someone with a washer and dryer in my kitchen, i'll say that the bathroom is a much better place for those. When I was condo hunting I originally didn't even look at places where they were in the kitchen, but I eventually got desperate enough to be okay with it.",0,1,0,0,2023-11-19T19:32:42.923Z,0
1180,"Me on a sleepless for 3 days mission to block every gym bro in just undies, jockstrap, boyshorts and tank top or any other form of ""sporty"" attire while taking a ""oh this happened tandomly"" perfectly framed, lit and posed selfie that crawls onto my timeline.

I'm done being nice or trying show less.",0,0,0,0,2024-12-09T07:26:48.500Z,0
1058,"I 😱d to wlk pst hr w him (bc she envies him n I likin e/o bc she wants him to like her evn tho she h8s him).
He assures she lft.

We go tlk n he ax me if I willin to 📝 a report ✉️ abt her behavr bc AT LEAST 12 PPL HAD COMPLAIND ABT HER TO HIM...
THAT.DAY!?

So that my hmwrk.
Hope she gets bannd. 😕😮‍💨🙁😞",0,1,0,0,2024-06-12T18:55:28.194Z,0
2446,Actually we're twinsies because I think I'm pretty much five too. I'm not in a sustained suicidal mood that lasts days. I'm not in depression. But I have breakthroughs of instrusive thoughts & suicidality that pester & agonize me then pass.,3,0,0,1,2024-12-02T01:53:48.779Z,0
685,It’s not cute to be crashing out and smashing my head against shit in my mid 20s but my parents hated me and 🐮 raped me every day so what else am I supposed to do !!!!!!!! I wish I was dead !!!!!!!!!!!!,0,0,0,0,2024-11-22T20:18:58.631Z,1
1181,"I’ve been trying to remember where I’ve seen it in a film or book or a fic but I think I remember something about a scene where a vampire has a toothache? Or maybe I’m just imagining it? Hm.

My teeth are all messed up from a bike accident when I was 12 so I’ve had all kinds of fun things done. 😭",0,1,0,0,2025-01-06T18:02:58.568Z,0
7,INO HONE AND CHIIKAWA I'M GONNA KMS,0,0,0,0,2024-12-11T15:39:45.225Z,0
204,"Marks auntie passed away late last week and it's just sinking in. Add that to the stress and worry I'm feeling at the moment and I just wanna dissappear 

Trying to snap outta this but it's not shifting.
Gonna crawl into bed, watch TV and have an early night.",0,0,0,0,2024-04-02T18:12:49.653Z,1
1633,"What is the chance of being robbed and killed for a foreigner taking a taxi from the airport in some parts of the world?

I'd say quite high if you're bringing a big suitcase. I wasn't robbed, but I was followed from the airport b/c I brought a big suitcase (with books) when I first landed in Kenya.",0,1,0,0,2023-11-02T08:43:35.275Z,0
49,Stop I just fucking thought about this… Damian and Rhea on separate shows means no more Terror Twins #SmackDown I’m gonna kms,0,0,0,0,2025-01-25T02:07:16.604Z,0
1146,I’ll do this when I’m done with work today and not trying to put my head in the stove,0,0,0,0,2024-12-06T18:17:29.929Z,0
232,I’ve stopped smoking weed bc it was making me too hungry but I wanna smoke so bad kms,0,0,0,0,2024-11-24T13:34:51.803Z,0
1699,"TW: racist and violent language

Meta doesn’t consider this a breach. Unbelievable. 

We know online abuse towards female politicians has risen since COVID and is only getting worse. 

If we want the best candidates & representation, we must develop safer pathways for women and marginalised groups.",58,33,0,1,2025-02-28T19:40:22.273Z,0
170,"Brought 2 pairs of pants.. they were too small

So I went 2 sizes up and ordered another 2 pair

..Those were too big

I wanna die 🙃",0,0,0,0,2023-09-12T01:07:45.253Z,0
1718,I ruin everything because I’m such a fat fuckigng cow. The moment I saw my stomach in those leggings I wanted to vomit. It wa so huge and round I looked pregnant. I’m disgusted with myself. I almost felt better enough to where I thought I deserved to be with them anyway I don’t deserve anything,0,1,0,0,2024-12-26T01:00:16.052Z,0
973,"The collar snapping around your neck, clicking in place

Pink crystal already pulsing 

Though beyond your vision, the numb thrum reverberating through your mind draws your thoughts to it like moths to a flame

Harder to grasp, slipping from your consciousness so easily...emptier and emptier",23,3,0,0,2025-01-07T16:33:12.234Z,0
